id,name,type,category,price,compare_at_price,colour,other_colours,fit,sizes,print_lines,print_font,print_glyph,print_backdrop,print_backdrop_colour,print_ink,image,description,badge,rating,reviews,audience,occasions,state,region,language,featured
BKC-1152,Bhai Ka Swag,tee,regional|humour|slang,649,,olive,white|black,regular,,BHAI KA|SWAG,bebas,,,,,,,,,,unisex,everyday,haryana,haryana-core,Haryanvi,
BKC-1153,Ka Haal Ba,tee,regional|slang,899,,saffron,white|black,oversized,,का हाल|बा?,rozha,,,,,,Bhojpuri “how’s it going?” — Banaras chai energy.,PURVANCHAL,4.4,436,unisex,everyday,up,purvanchal,Bhojpuri,
BKC-1154,Theek Ba,tee,regional|humour|slang,649,,white,white|black,regular,,ठीक|बा,anton,,,,,,,,4.6,176,unisex,everyday,up,purvanchal,Bhojpuri,
BKC-1155,Janab Soft Roast,tee,regional|humour|slang,649,,sand,white|black,regular,,जानब|सॉफ्ट रोस्ट,playfair,,,,,,Lucknowi manners: roast so polite it feels like a compliment.,,,,unisex,everyday,up,awadh,Awadhi,
BKC-1156,Sab Theek Ba Na,tee,regional|slang,899,,mint,white|black,oversized,,सब ठीक|बा ना?,marker,,,,,,,BIHAR,,,unisex,everyday,bihar,bihar-core,Bhojpuri,
BKC-1157,Chala Jaibu,tee,regional|humour|slang,649,,powder,white|black,regular,,चला|जाइबू,bebas,,,,,,,,4.2,452,unisex,everyday,bihar,bihar-core,Bhojpuri,
BKC-1158,Tharo Kya Haal,tee,regional|slang,899,1499,saffron,white|black,oversized,,थारो|क्या हाल?,rozha,,,,,,,MARWAR,,,unisex,everyday,rajasthan,marwar,Marwari,
BKC-1159,Kem Cho Wait No,tee,regional|slang,649,1099,mustard,white|black,regular,,थारी|मेहरबानी,playfair,,,,,,,,4.8,100,unisex,everyday,rajasthan,mewar,Mewari,
BKC-1160,Fukata Salle Nako,tee,regional|humour|slang,899,,chilli,white|black,oversized,,फुकट सल्ले|नको,anton,,,,,,Puneri पाटी energy: unsolicited advice not required.,PUNERI,,,unisex,everyday,maharashtra,pune,Marathi,
BKC-1161,Udhar Band,tee,regional|humour|slang,649,,black,white|black,regular,,उधार|बंद,bebas,,,,,,,,,,unisex,everyday,maharashtra,pune,Marathi,
BKC-1162,Scene Kya Hai Bambai,tee,regional|humour|slang,899,1199,teal,white|black,oversized,,SCENE KYA|HAI RE,marker,,,,,,,,4.9,185,unisex,everyday,maharashtra,mumbai,Bambaiya,
BKC-1163,Kem Cho,tee,regional|slang,899,,saffron,white|black,oversized,,કેમ છો|KEM CHO,anton,,,,,,,GUJARAT,4.6,7,unisex,everyday,gujarat,gujarat-core,Gujarati,
BKC-1164,Majama,tee,regional|humour|slang,649,,mint,white|black,regular,,મજામા|MAJAMA,bebas,,,,,,All good. The Gujarati status update.,,4.8,16,unisex,everyday,gujarat,gujarat-core,Gujarati,
BKC-1165,Ki Obostha,tee,regional|slang,899,1499,powder,white|black,oversized,,কি অবস্থা?|KI OBOSTHA,rozha,,,,,,,BANGLA,,,unisex,everyday,west-bengal,kolkata,Bengali,
BKC-1166,Adda Mode On,tee,regional|humour|slang,649,,lavender,white|black,regular,,ADDA|MODE ON,playfair,,,,,,,,,,unisex,everyday,west-bengal,kolkata,Bengali,
BKC-1167,Kemiti Achha,tee,regional|slang,899,,coral,white|black,oversized,,କେମିତି|ଅଛ?,rozha,,,,,,,ODIA,4.3,378,unisex,everyday,odisha,odisha-core,Odia,
BKC-1168,Enna Da,tee,regional|humour|slang,899,,chilli,white|black,oversized,,என்னடா|ENNA DA,anton,,,,,,"Chennai day-to-day address — affectionate poke, not a fight.",TAMIL,4.7,150,unisex,everyday,tamil-nadu,chennai,Tamil,
BKC-1169,Seri Seri,tee,regional|humour|slang,649,799,white,white|black,regular,,சரி சரி|SERI SERI,bebas,,,,,,,,4.2,6,unisex,everyday,tamil-nadu,chennai,Tamil,
BKC-1170,Appaada,tee,regional|women|slang,749,,mint,white|black,crop,,அப்பாடா|APPAADA,marker,,,,,,Relief exhaled. Kongu/Tamil classic.,,4.7,8,women|unisex,everyday,tamil-nadu,coimbatore,Tamil,
BKC-1171,Eda Mole,tee,regional|humour|slang,899,,bottle,white|black,oversized,,എടാ|EDA,anton,,,,,,,MALAYALAM,4.4,247,unisex,everyday,kerala,kerala-core,Malayalam,
BKC-1172,Sheri Alle,tee,regional|slang,649,,offwhite,white|black,regular,,ശരി അല്ലേ|SHERI ALLE,playfair,,,,,,,,4.8,167,unisex,everyday,kerala,kerala-core,Malayalam,
BKC-1173,Hegiddiya,tee,regional|slang,899,1099,indigo,white|black,oversized,,ಹೇಗಿದ್ದೀಯ|HEGIDDIYA,rozha,,,,,,,KANNADA,,,unisex,everyday,karnataka,bengaluru,Kannada,
BKC-1174,Swalpa Adjust Maadi,tee,regional|humour|work|slang,649,799,acid,white|black,regular,,SWALPA|ADJUST MAADI,mono,,,,,,Bengaluru’s unofficial civic religion.,,3.9,442,unisex,everyday,karnataka,bengaluru,Kannada / Hinglish,
BKC-1175,Arrey Miyaan,tee,regional|humour|slang,899,,maroon,white|black,oversized,,ARREY|MIYAAN,anton,,,,,,"Hyderabad’s most versatile reaction — surprise, love, disbelief.",HYD,,,unisex,everyday,telangana,hyderabad,Deccani,
BKC-1176,Baagunnava,tee,regional|slang,649,949,coral,white|black,regular,,బాగున్నావా|BAAGUNNAVA,rozha,,,,,,,,4.1,348,unisex,everyday,andhra,andhra-core,Telugu,
BKC-1177,Kene Aasa,tee,regional|slang,899,,teal,white|black,oversized,,কেনে আছা|KENE AASA,playfair,,,,,,,AXOM,4.2,6,unisex,everyday,assam,assam-core,Assamese,
BKC-1178,Bhai Scene Kya Hai,tee,regional|humour|slang,899,1199,charcoal,white|black,oversized,,BHAI SCENE|KYA HAI,bebas,,,,,,,NCR,4.4,389,unisex,everyday,delhi,ncr,Hinglish,
BKC-1179,Full Timepass,tee,regional|humour|slang,649,,lavender,white|black,regular,,FULL|TIMEPASS,marker,,,,,,,,4.8,98,unisex,everyday,delhi,ncr,Hinglish,
BKC-1180,Wouth Chha,tee,regional|slang,899,,powder,white|black,oversized,,ووتھ چھا|HOW ARE YOU,rozha,,,,,,,,4.4,147,unisex,everyday,jk,kashmir,Kashmiri,
BKC-1181,Susegad Mode,tee,regional|humour|slang,899,,mint,white|black,oversized,,SUSEGAD|MODE,playfair,,,,,,,GOA,4.5,126,unisex,everyday,goa,goa-core,Konkani,
BKC-1182,Ka Haal Hai Bhai,tee,regional|slang,649,,mustard,white|black,regular,,का हाल|है भाई,anton,,,,,,,,4.2,124,unisex,everyday,mp,mp-core,Hindi,
BKC-1183,Scene Set Hai,tee,humour|regional|slang,899,1199,black,white|black,oversized,,SCENE|SET HAI,bebas,,,,,,,,4.0,15,unisex,everyday,delhi,ncr,Hinglish,
BKC-1184,Bindaas Certified,tee,humour|statement|slang|regional,649,849,saffron,white|black,regular,,BINDAAS|CERTIFIED,anton,,,,,,,,3.9,46,unisex,everyday,,,Hinglish,
BKC-1185,Vella But Valuable,tee,humour|work|slang|regional,899,,acid,white|black,oversized,,VELLA BUT|VALUABLE,mono,,,,,,,,4.1,241,unisex,everyday,,,Hinglish,
BKC-1186,Kadak Hai,tee,humour|slang|regional,649,849,chilli,white|black,regular,,KADAK|HAI,marker,,,,,,,,,,unisex,everyday,,,Hinglish,
BKC-2001,Chill Maaro Oxford,shirt,shirts|humour,1299,,powder,white|black,regular,,chill maaro,playfair,,,,,,"Oxford-weave button-down with a small ""chill maaro"" on the chest. Office on the outside.",NEW,4.5,38,men|women|unisex,everyday,,,,
BKC-2002,Jugaad Linen Shirt,shirt,shirts|work,1499,1799,sand,white|black,relaxed,,jugaad,mono,,,,,,Relaxed linen-blend shirt. The chest print says what the weekend plan really is.,,,,men|women|unisex,everyday,,,,
BKC-2003,BKC Monogram Shirt,shirt,shirts|typography,1399,,black,white|black,regular,,BKC,anton,,,,#C9A24A,,Black poplin with a gold BKC monogram on the chest.,,4.7,64,men|women|unisex,everyday,,,,
BKC-2004,Theek Hai Poplin,shirt,shirts|typography,1199,,white,white|black,slim,,theek hai,rozha,,,,,,"Crisp slim-fit poplin with a quiet ""theek hai"" over the heart.",,,,men|women|unisex,everyday,,,,
BKC-2005,Filter Coffee Camp Collar,shirt,shirts|foodie,1399,,olive,white|black,relaxed,,filter coffee,playfair,,,,,,"Camp-collar shirt for long lunches. Small chest print, big opinions about coffee.",,4.3,21,men|women|unisex,everyday,,,,
BKC-2006,Samvidhan Reader Shirt,shirt,shirts|civic,1299,,indigo,white|black,regular,,samvidhan,rozha,,,,,,"Indigo button-down with ""samvidhan"" on the chest. Non-partisan, like the rest of the civic range.",,,,men|women|unisex,everyday,,,,
BKC-2007,चू Pocket Shirt,shirt,shirts|typography,1199,1499,offwhite,white|black,slim,,चू,rozha,,,,,,Khadi-tone slim shirt with the Devanagari चू where a pocket logo would be.,HINGLISH,,,men|women|unisex,everyday,,,,
BKC-2008,Pakode Weather Shirt,shirt,shirts|foodie,1399,,teal,white|black,relaxed,,pakode weather,marker,,,,,,Monsoon-ready relaxed shirt with a hand-lettered chest print.,,4.6,47,men|women|unisex,monsoon,,,,
